reactor_id,timestamp,temperature,pressure,reaction_rate,cooling_efficiency,temp_rate_of_change,label,temp_rolling_avg,pressure_rolling_avg,temp_acceleration,pressure_temp_ratio,cooling_danger
C,141,174.18,8.04,0.95,0.43,6.156,CRITICAL,184.42,9.22,2.124,0.0462,99.28
C,142,178.35,8.37,0.85,0.42,5.381,CRITICAL,181.67,8.88,-0.775,0.0469,103.44
C,143,181.17,8.72,0.84,0.41,6.108,CRITICAL,179.26,8.58,0.727,0.0481,106.89
C,144,186.88,9.31,0.89,0.4,2.776,CRITICAL,177.71,8.39,-3.332,0.0498,112.13
C,145,190.51,9.85,0.8,0.39,4.712,CRITICAL,182.22,8.86,1.936,0.0517,116.21
C,146,193.81,10.27,0.89,0.38,4.991,CRITICAL,186.14,9.3,0.279,0.053,120.16
C,147,198.68,10.67,0.98,0.37,3.282,CRITICAL,190.21,9.76,-1.709,0.0537,125.17
C,148,204.22,10.97,0.85,0.36,4.14,CRITICAL,194.82,10.21,0.858,0.0537,130.7
C,149,208.11,11.51,0.8,0.35,6.304,CRITICAL,199.07,10.65,2.164,0.0553,135.27
C,150,213.24,12.05,0.91,0.34,2.916,CRITICAL,203.61,11.09,-3.388,0.0565,140.74
C,151,216.69,12.44,0.94,0.33,6.488,CRITICAL,208.19,11.53,3.572,0.0574,145.18
C,152,219.56,13.01,0.94,0.32,4.579,CRITICAL,212.36,12.0,-1.909,0.0593,149.3
C,153,223.55,13.6,0.83,0.31,2.882,CRITICAL,216.23,12.52,-1.697,0.0608,154.25
C,154,229.33,13.83,0.99,0.3,4.24,CRITICAL,220.47,12.99,1.358,0.0603,160.53
C,155,232.78,14.13,0.94,0.29,5.703,CRITICAL,224.38,13.4,1.463,0.0607,165.27
C,156,238.22,14.46,0.84,0.28,2.799,CRITICAL,228.69,13.81,-2.904,0.0607,171.52
C,157,243.84,14.9,0.89,0.28,3.157,CRITICAL,233.54,14.18,0.358,0.0611,175.56
C,158,247.97,15.31,0.86,0.26,3.331,CRITICAL,238.43,14.53,0.174,0.0617,183.5
C,159,251.53,15.56,0.97,0.26,5.244,CRITICAL,242.87,14.87,1.913,0.0619,186.13
C,160,256.81,15.77,0.82,0.24,3.811,CRITICAL,247.67,15.2,-1.433,0.0614,195.18
C,161,260.31,16.12,0.85,0.23,5.209,CRITICAL,252.09,15.53,1.398,0.0619,200.44
C,162,266.77,16.33,0.95,0.22,4.309,CRITICAL,256.68,15.82,-0.9,0.0612,208.08
C,163,270.27,16.71,0.8,0.21,3.059,CRITICAL,261.14,16.1,-1.25,0.0618,213.51
C,164,276.09,17.31,0.87,0.2,5.795,CRITICAL,266.05,16.45,2.736,0.0627,220.87
C,165,281.11,17.77,0.96,0.19,3.535,CRITICAL,270.91,16.85,-2.26,0.0632,227.7
C,166,283.7,17.99,0.83,0.18,4.274,CRITICAL,275.59,17.22,0.739,0.0634,232.63
C,167,289.82,18.52,0.89,0.17,2.671,CRITICAL,280.2,17.66,-1.603,0.0639,240.55
C,168,292.99,18.95,0.81,0.16,4.08,CRITICAL,284.74,18.11,1.409,0.0647,246.11
C,169,298.22,19.22,0.86,0.15,3.249,CRITICAL,289.17,18.49,-0.831,0.0644,253.49
C,170,304.26,19.44,0.86,0.14,3.483,CRITICAL,293.8,18.82,0.234,0.0639,261.66
C,171,308.41,19.86,0.83,0.13,3.619,CRITICAL,298.74,19.2,0.136,0.0644,268.32
C,172,311.7,20.41,0.96,0.12,5.023,CRITICAL,303.12,19.58,1.404,0.0655,274.3
C,173,317.38,21.0,0.91,0.11,3.936,CRITICAL,307.99,19.99,-1.087,0.0662,282.47
C,174,321.82,21.57,0.84,0.1,4.054,CRITICAL,312.71,20.46,0.118,0.067,289.64
C,175,325.6,21.86,0.81,0.1,5.614,CRITICAL,316.98,20.94,1.56,0.0671,293.04
C,176,332.06,22.27,0.99,0.1,6.498,CRITICAL,321.71,21.42,0.884,0.0671,298.85
C,177,334.96,22.73,0.98,0.1,5.765,CRITICAL,326.36,21.89,-0.733,0.0679,301.46
C,178,337.69,23.33,0.96,0.1,5.886,CRITICAL,330.43,22.35,0.121,0.0691,303.92
C,179,341.61,23.87,0.92,0.1,3.204,CRITICAL,334.38,22.81,-2.682,0.0699,307.45
C,180,347.33,24.35,0.94,0.1,2.613,CRITICAL,338.73,23.31,-0.591,0.0701,312.6
C,181,353.62,24.77,1.0,0.1,3.253,CRITICAL,343.04,23.81,0.64,0.07,318.26
C,182,359.65,25.17,0.82,0.1,4.462,CRITICAL,347.98,24.3,1.209,0.07,323.68
C,183,363.08,25.46,0.98,0.1,2.503,CRITICAL,353.06,24.72,-1.959,0.0701,326.77
C,184,366.39,25.71,0.97,0.1,6.175,CRITICAL,358.01,25.09,3.672,0.0702,329.75
C,185,370.18,25.92,0.95,0.1,6.169,CRITICAL,362.58,25.41,-0.006,0.07,333.16
C,186,376.07,26.46,0.99,0.1,3.994,CRITICAL,367.07,25.74,-2.175,0.0704,338.46
C,187,380.15,26.7,0.83,0.1,3.046,CRITICAL,371.17,26.05,-0.948,0.0702,342.14
C,188,386.44,27.22,0.83,0.1,5.097,CRITICAL,375.85,26.4,2.051,0.0704,347.8
C,189,392.82,27.7,0.84,0.1,5.648,CRITICAL,381.13,26.8,0.551,0.0705,353.54
C,190,397.67,27.97,0.83,0.1,5.254,CRITICAL,386.63,27.21,-0.394,0.0703,357.9
C,191,403.09,28.54,1.0,0.1,4.066,CRITICAL,392.03,27.63,-1.188,0.0708,362.78
C,192,409.45,28.76,0.99,0.1,6.184,CRITICAL,397.89,28.04,2.118,0.0702,368.5
C,193,412.83,29.18,0.95,0.1,3.063,CRITICAL,403.17,28.43,-3.121,0.0707,371.55
C,194,416.29,29.78,0.82,0.1,6.041,CRITICAL,407.87,28.85,2.978,0.0715,374.66
C,195,421.62,30.23,0.85,0.1,4.287,CRITICAL,412.66,29.3,-1.754,0.0717,379.46
C,196,425.12,30.46,0.8,0.1,2.932,CRITICAL,417.06,29.68,-1.355,0.0717,382.61
C,197,429.16,30.95,0.9,0.1,6.038,CRITICAL,421.0,30.12,3.106,0.0721,386.24
C,198,433.18,31.37,0.97,0.1,4.418,CRITICAL,425.07,30.56,-1.62,0.0724,389.86
C,199,438.28,31.85,0.97,0.1,2.795,CRITICAL,429.47,30.97,-1.623,0.0727,394.45
D,0,114.88,3.68,0.42,0.88,0.139,SAFE,114.88,3.68,0.0,0.032,13.79
D,1,114.92,3.72,0.4,0.91,0.068,SAFE,114.9,3.7,-0.071,0.0324,10.34
D,2,114.91,3.67,0.61,0.84,0.234,SAFE,114.9,3.69,0.166,0.0319,18.39
D,3,114.56,3.63,0.43,0.85,0.118,SAFE,114.82,3.68,-0.116,0.0317,17.18
D,4,114.78,3.66,0.44,0.86,-0.157,SAFE,114.81,3.67,-0.275,0.0319,16.07
D,5,114.33,3.66,0.58,0.84,-0.084,SAFE,114.7,3.67,0.073,0.032,18.29
D,6,114.26,3.64,0.54,0.91,-0.18,SAFE,114.57,3.65,-0.096,0.0319,10.28
D,7,113.79,3.61,0.45,0.83,0.206,SAFE,114.34,3.64,0.386,0.0317,19.34
D,8,113.6,3.6,0.5,0.92,-0.245,SAFE,114.15,3.63,-0.451,0.0317,9.09
D,9,113.64,3.57,0.59,0.88,-0.033,SAFE,113.92,3.62,0.212,0.0314,13.64
D,10,113.4,3.57,0.43,0.86,-0.263,SAFE,113.74,3.6,-0.23,0.0315,15.88
D,11,113.66,3.58,0.4,0.87,0.025,SAFE,113.62,3.59,0.288,0.0315,14.78
D,12,114.13,3.59,0.51,0.95,0.191,SAFE,113.69,3.58,0.166,0.0315,5.71
D,13,114.04,3.59,0.59,0.89,0.229,SAFE,113.77,3.58,0.038,0.0315,12.54
D,14,114.02,3.55,0.6,0.93,0.001,SAFE,113.85,3.58,-0.228,0.0311,7.98
D,15,114.42,3.58,0.54,0.91,-0.228,SAFE,114.05,3.58,-0.229,0.0313,10.3
D,16,114.68,3.55,0.62,0.97,0.185,SAFE,114.26,3.57,0.413,0.031,3.44
D,17,114.3,3.54,0.62,0.89,0.298,SAFE,114.29,3.56,0.113,0.031,12.57
D,18,114.43,3.58,0.44,0.96,0.249,SAFE,114.37,3.56,-0.049,0.0313,4.58
D,19,114.0,3.56,0.48,0.87,-0.134,SAFE,114.37,3.56,-0.383,0.0312,14.82
D,20,113.96,3.6,0.57,0.91,0.014,SAFE,114.27,3.57,0.148,0.0316,10.26
D,21,113.88,3.59,0.42,0.91,0.155,SAFE,114.11,3.57,0.141,0.0315,10.25
D,22,114.32,3.64,0.52,0.84,-0.128,SAFE,114.12,3.59,-0.283,0.0318,18.29
D,23,114.35,3.62,0.48,0.88,-0.009,SAFE,114.1,3.6,0.119,0.0317,13.72
D,24,114.46,3.57,0.45,0.84,0.065,SAFE,114.19,3.6,0.074,0.0312,18.31
D,25,114.65,3.53,0.59,0.87,-0.157,SAFE,114.33,3.59,-0.222,0.0308,14.9
D,26,114.9,3.57,0.6,0.82,0.19,SAFE,114.54,3.59,0.347,0.0311,20.68
D,27,114.7,3.55,0.5,0.92,-0.241,SAFE,114.61,3.57,-0.431,0.031,9.18
D,28,115.07,3.51,0.61,0.89,0.195,SAFE,114.76,3.55,0.436,0.0305,12.66
D,29,114.84,3.5,0.53,0.85,-0.173,SAFE,114.83,3.53,-0.368,0.0305,17.23
D,30,115.17,3.53,0.56,0.95,0.193,SAFE,114.94,3.53,0.366,0.0307,5.76
D,31,115.18,3.49,0.45,0.9,-0.219,SAFE,114.99,3.52,-0.412,0.0303,11.52
D,32,115.53,3.53,0.39,0.85,0.2,SAFE,115.16,3.51,0.419,0.0306,17.33
D,33,115.87,3.51,0.49,0.96,0.123,SAFE,115.32,3.51,-0.077,0.0303,4.63
D,34,115.64,3.54,0.5,0.92,-0.226,SAFE,115.48,3.52,-0.349,0.0306,9.25
D,35,115.17,3.53,0.52,0.85,0.222,SAFE,115.48,3.52,0.448,0.0307,17.28
D,36,115.26,3.51,0.42,0.95,0.149,SAFE,115.49,3.52,-0.073,0.0305,5.76
D,37,115.45,3.49,0.47,0.84,0.043,SAFE,115.48,3.52,-0.106,0.0302,18.47
D,38,115.91,3.52,0.54,0.92,-0.139,SAFE,115.49,3.52,-0.182,0.0304,9.27
D,39,115.82,3.48,0.57,0.94,-0.295,SAFE,115.52,3.51,-0.156,0.03,6.95
D,40,116.24,3.49,0.52,0.82,-0.149,SAFE,115.74,3.5,0.146,0.03,20.92
D,41,116.54,3.47,0.61,0.92,-0.046,SAFE,115.99,3.49,0.103,0.0298,9.32
D,42,116.42,3.46,0.44,0.89,0.106,SAFE,116.19,3.48,0.152,0.0297,12.81
D,43,116.74,3.45,0.4,0.9,0.097,SAFE,116.35,3.47,-0.009,0.0296,11.67
D,44,117.08,3.43,0.54,0.91,-0.121,SAFE,116.6,3.46,-0.218,0.0293,10.54
D,45,116.69,3.39,0.62,0.92,0.217,SAFE,116.69,3.44,0.338,0.0291,9.34
D,46,116.45,3.41,0.59,0.86,-0.21,SAFE,116.68,3.43,-0.427,0.0293,16.3
D,47,116.72,3.45,0.57,0.94,0.06,SAFE,116.74,3.43,0.27,0.0296,7.0
D,48,116.88,3.47,0.55,0.92,0.298,SAFE,116.76,3.43,0.238,0.0297,9.35
D,49,116.64,3.46,0.47,0.83,0.125,SAFE,116.68,3.44,-0.173,0.0297,19.83
D,50,116.71,3.43,0.55,0.85,0.021,SAFE,116.68,3.44,-0.104,0.0294,17.51
D,51,117.0,3.47,0.54,0.9,0.207,SAFE,116.79,3.46,0.186,0.0297,11.7
D,52,117.34,3.51,0.42,0.83,-0.223,SAFE,116.91,3.47,-0.43,0.0299,19.95
D,53,117.1,3.54,0.56,0.85,0.108,SAFE,116.96,3.48,0.331,0.0302,17.57
D,54,116.93,3.5,0.47,0.93,-0.116,SAFE,117.02,3.49,-0.224,0.0299,8.19
D,55,117.22,3.48,0.44,0.86,0.211,SAFE,117.12,3.5,0.327,0.0297,16.41
D,56,117.19,3.52,0.52,0.96,-0.257,SAFE,117.16,3.51,-0.468,0.03,4.69
D,57,117.58,3.52,0.59,0.88,-0.121,SAFE,117.2,3.51,0.136,0.0299,14.11
D,58,117.13,3.55,0.41,0.85,-0.054,SAFE,117.21,3.51,0.067,0.0303,17.57
D,59,117.2,3.59,0.49,0.87,0.129,SAFE,117.26,3.53,0.183,0.0306,15.24
D,60,117.48,3.59,0.53,0.85,0.081,SAFE,117.32,3.55,-0.048,0.0306,17.62
D,61,116.99,3.57,0.56,0.85,0.159,SAFE,117.28,3.56,0.078,0.0305,17.55
D,62,116.98,3.6,0.4,0.91,0.08,SAFE,117.16,3.58,-0.079,0.0308,10.53
D,63,116.88,3.64,0.47,0.83,-0.18,SAFE,117.11,3.6,-0.26,0.0311,19.87
D,64,116.75,3.59,0.46,0.94,-0.186,SAFE,117.02,3.6,-0.006,0.0307,7.01
D,65,116.93,3.61,0.44,0.92,-0.093,SAFE,116.91,3.6,0.093,0.0309,9.35
D,66,116.56,3.6,0.52,0.85,0.194,SAFE,116.82,3.61,0.287,0.0309,17.48
D,67,116.36,3.57,0.55,0.91,-0.097,SAFE,116.7,3.6,-0.291,0.0307,10.47
D,68,116.74,3.62,0.46,0.96,-0.084,SAFE,116.67,3.6,0.013,0.031,4.67
D,69,116.43,3.67,0.6,0.88,-0.163,SAFE,116.6,3.61,-0.079,0.0315,13.97
D,70,116.66,3.63,0.56,0.91,-0.199,SAFE,116.55,3.62,-0.036,0.0311,10.5
D,71,116.53,3.65,0.39,0.95,-0.147,SAFE,116.54,3.63,0.052,0.0313,5.83
D,72,116.56,3.6,0.62,0.92,0.092,SAFE,116.58,3.63,0.239,0.0309,9.32
D,73,116.08,3.62,0.48,0.88,0.028,SAFE,116.45,3.63,-0.064,0.0312,13.93
D,74,116.06,3.59,0.55,0.91,-0.119,SAFE,116.38,3.62,-0.147,0.0309,10.45
D,75,116.22,3.6,0.44,0.91,-0.218,SAFE,116.29,3.61,-0.099,0.031,10.46
D,76,116.55,3.56,0.55,0.84,-0.232,SAFE,116.29,3.59,-0.014,0.0305,18.65
D,77,116.15,3.53,0.43,0.86,0.014,SAFE,116.21,3.58,0.246,0.0304,16.26
D,78,115.86,3.55,0.45,0.83,-0.002,SAFE,116.17,3.57,-0.016,0.0306,19.7
D,79,115.56,3.6,0.46,0.82,0.103,SAFE,116.07,3.57,0.105,0.0312,20.8
D,80,137.55,4.72,0.6,0.77,0.524,WARNING,120.33,3.79,0.421,0.0343,31.64
D,81,138.94,4.78,0.64,0.77,0.684,WARNING,124.81,4.04,0.16,0.0344,31.96
D,82,139.68,4.87,0.62,0.76,0.45,WARNING,129.52,4.3,-0.234,0.0349,33.52
D,83,140.42,5.0,0.76,0.76,0.769,WARNING,134.43,4.59,0.319,0.0356,33.7
D,84,141.86,5.06,0.74,0.75,1.578,WARNING,139.69,4.89,0.809,0.0357,35.47
D,85,142.69,5.15,0.79,0.75,1.233,WARNING,140.72,4.97,-0.345,0.0361,35.67
D,86,144.21,5.22,0.81,0.74,0.901,WARNING,141.77,5.06,-0.332,0.0362,37.49
D,87,145.09,5.36,0.74,0.74,1.5,WARNING,142.85,5.16,0.599,0.0369,37.72
D,88,145.56,5.47,0.81,0.73,0.388,WARNING,143.88,5.25,-1.112,0.0376,39.3
D,89,146.49,5.58,0.74,0.73,1.503,WARNING,144.81,5.36,1.115,0.0381,39.55
D,90,147.36,5.67,0.74,0.73,0.343,WARNING,145.74,5.46,-1.16,0.0385,39.79
D,91,149.12,5.73,0.61,0.72,1.681,WARNING,146.72,5.56,1.338,0.0384,41.75
D,92,149.49,5.81,0.75,0.71,0.771,WARNING,147.6,5.65,-0.91,0.0389,43.35
D,93,150.94,5.92,0.81,0.71,1.148,WARNING,148.68,5.74,0.377,0.0392,43.77
D,94,151.74,6.02,0.6,0.7,1.351,WARNING,149.73,5.83,0.203,0.0397,45.52
D,95,152.42,6.1,0.67,0.69,1.314,WARNING,150.74,5.92,-0.037,0.04,47.25
D,96,153.55,6.25,0.73,0.69,0.382,WARNING,151.63,6.02,-0.932,0.0407,47.6
D,97,155.13,6.39,0.6,0.68,1.604,WARNING,152.76,6.14,1.222,0.0412,49.64
D,98,155.79,6.53,0.63,0.68,0.376,WARNING,153.73,6.26,-1.228,0.0419,49.85
D,99,156.69,6.61,0.77,0.67,0.989,WARNING,154.72,6.38,0.613,0.0422,51.71
D,100,158.28,6.7,0.7,0.67,0.478,WARNING,155.89,6.5,-0.511,0.0423,52.23
D,101,158.73,6.79,0.58,0.66,1.136,WARNING,156.92,6.6,0.658,0.0428,53.97
D,102,159.94,6.91,0.7,0.66,0.757,WARNING,157.89,6.71,-0.379,0.0432,54.38
D,103,161.25,7.05,0.59,0.65,0.845,WARNING,158.98,6.81,0.088,0.0437,56.44
D,104,162.23,7.16,0.69,0.65,1.23,WARNING,160.09,6.92,0.385,0.0441,56.78
D,105,163.6,7.22,0.63,0.64,1.439,WARNING,161.15,7.03,0.209,0.0441,58.9
D,106,165.15,7.36,0.71,0.64,0.738,WARNING,162.43,7.14,-0.701,0.0446,59.45
D,107,165.52,7.43,0.75,0.63,0.511,WARNING,163.55,7.24,-0.227,0.0449,61.24
D,108,165.98,7.54,0.8,0.62,0.581,WARNING,164.5,7.34,0.07,0.0454,63.07
D,109,166.96,7.67,0.61,0.62,1.375,WARNING,165.44,7.44,0.794,0.0459,63.44
D,110,168.65,7.8,0.77,0.61,1.183,WARNING,166.45,7.56,-0.192,0.0462,65.77
D,111,169.94,7.95,0.7,0.61,0.502,WARNING,167.41,7.68,-0.681,0.0468,66.28
D,112,170.31,8.09,0.7,0.6,1.558,WARNING,168.37,7.81,1.056,0.0475,68.12
D,113,171.99,8.16,0.76,0.6,1.168,WARNING,169.57,7.93,-0.39,0.0474,68.8
D,114,172.87,8.27,0.7,0.59,1.624,WARNING,170.75,8.05,0.456,0.0478,70.88
D,115,174.64,8.41,0.65,0.59,1.444,WARNING,171.95,8.18,-0.18,0.0482,71.6
D,116,176.4,8.51,0.68,0.58,0.5,WARNING,173.24,8.29,-0.944,0.0482,74.09
D,117,177.82,8.59,0.79,0.58,1.352,WARNING,174.74,8.39,0.852,0.0483,74.68
D,118,179.53,8.7,0.73,0.57,0.601,WARNING,176.25,8.5,-0.751,0.0485,77.2
D,119,180.34,8.82,0.74,0.56,1.772,WARNING,177.75,8.61,1.171,0.0489,79.35
D,120,181.4,8.94,0.61,0.56,0.784,WARNING,179.1,8.71,-0.988,0.0493,79.82
D,121,182.42,9.04,0.68,0.55,1.301,WARNING,180.3,8.82,0.517,0.0496,82.09
D,122,183.98,9.12,0.77,0.55,1.571,WARNING,181.53,8.92,0.27,0.0496,82.79
D,123,184.32,9.19,0.63,0.54,1.305,WARNING,182.49,9.02,-0.266,0.0499,84.79
D,124,184.86,9.27,0.78,0.53,0.676,WARNING,183.4,9.11,-0.629,0.0501,86.88
D,125,185.6,9.39,0.78,0.53,0.348,WARNING,184.24,9.2,-0.328,0.0506,87.23
D,126,187.21,9.52,0.76,0.52,1.597,WARNING,185.19,9.3,1.249,0.0509,89.86
D,127,187.86,9.64,0.65,0.52,1.498,WARNING,185.97,9.4,-0.099,0.0513,90.17
D,128,189.55,9.73,0.81,0.51,1.735,WARNING,187.02,9.51,0.237,0.0513,92.88
D,129,190.68,9.78,0.73,0.51,0.677,WARNING,188.18,9.61,-1.058,0.0513,93.43
D,130,192.29,9.92,0.75,0.5,1.667,WARNING,189.52,9.72,0.99,0.0516,96.14
D,131,193.72,10.02,0.77,0.5,1.205,WARNING,190.82,9.82,-0.462,0.0517,96.86
D,132,194.46,10.09,0.62,0.5,1.324,WARNING,192.14,9.91,0.119,0.0519,97.23
D,133,195.53,10.18,0.71,0.5,0.943,WARNING,193.34,10.0,-0.381,0.0521,97.76
D,134,196.71,10.25,0.75,0.5,0.796,WARNING,194.54,10.09,-0.147,0.0521,98.36
D,135,197.24,10.34,0.8,0.5,0.376,WARNING,195.53,10.18,-0.42,0.0524,98.62
D,136,198.53,10.43,0.67,0.5,1.159,WARNING,196.49,10.26,0.783,0.0525,99.26
D,137,199.31,10.51,0.6,0.5,0.576,WARNING,197.46,10.34,-0.583,0.0527,99.66
D,138,200.23,10.61,0.63,0.5,0.438,WARNING,198.4,10.43,-0.138,0.053,100.12
D,139,201.03,10.7,0.76,0.5,0.628,WARNING,199.27,10.52,0.19,0.0532,100.52
D,140,166.62,7.8,0.8,0.44,6.425,CRITICAL,193.14,10.01,5.797,0.0468,93.31
D,141,171.8,8.18,0.92,0.42,4.955,CRITICAL,187.8,9.56,-1.47,0.0476,99.64
D,142,178.13,8.65,0.99,0.41,6.164,CRITICAL,183.56,9.19,1.209,0.0486,105.1
D,143,182.18,9.07,0.96,0.41,6.145,CRITICAL,179.95,8.88,-0.019,0.0498,107.49
D,144,186.18,9.59,0.98,0.4,2.675,CRITICAL,176.98,8.66,-3.47,0.0515,111.71
D,145,189.45,9.99,0.99,0.38,3.17,CRITICAL,181.55,9.1,0.495,0.0527,117.46
D,146,194.1,10.2,0.95,0.38,5.181,CRITICAL,186.01,9.5,2.011,0.0526,120.34
D,147,200.06,10.57,0.94,0.37,4.651,CRITICAL,190.39,9.88,-0.53,0.0528,126.04
D,148,206.46,11.08,0.95,0.36,6.259,CRITICAL,195.25,10.29,1.608,0.0537,132.13
D,149,209.58,11.46,0.81,0.35,2.85,CRITICAL,199.93,10.66,-3.409,0.0547,136.23
D,150,215.26,11.88,0.85,0.34,3.411,CRITICAL,205.09,11.04,0.561,0.0552,142.07
D,151,219.31,12.33,0.93,0.33,2.568,CRITICAL,210.13,11.46,-0.843,0.0562,146.94
D,152,223.95,12.79,0.92,0.32,5.524,CRITICAL,214.91,11.91,2.956,0.0571,152.29
D,153,229.25,13.02,0.96,0.31,2.925,CRITICAL,219.47,12.3,-2.599,0.0568,158.18
D,154,232.96,13.25,0.88,0.29,4.251,CRITICAL,224.15,12.65,1.326,0.0569,165.4
D,155,238.1,13.64,0.88,0.28,3.046,CRITICAL,228.71,13.01,-1.205,0.0573,171.43
D,156,243.79,14.06,0.94,0.27,3.076,CRITICAL,233.61,13.35,0.03,0.0577,177.97
D,157,249.95,14.58,0.99,0.26,3.993,CRITICAL,238.81,13.71,0.917,0.0583,184.96
D,158,254.66,15.0,0.92,0.25,2.52,CRITICAL,243.89,14.11,-1.473,0.0589,191.0
D,159,259.31,15.58,0.98,0.24,5.493,CRITICAL,249.16,14.57,2.973,0.0601,197.08
D,160,263.18,15.95,0.83,0.23,4.55,CRITICAL,254.18,15.03,-0.943,0.0606,202.65
D,161,266.57,16.48,0.96,0.22,3.225,CRITICAL,258.73,15.52,-1.325,0.0618,207.92
D,162,272.48,17.02,0.89,0.21,6.477,CRITICAL,263.24,16.01,3.252,0.0625,215.26
D,163,277.17,17.34,0.95,0.2,2.893,CRITICAL,267.74,16.47,-3.584,0.0626,221.74
D,164,281.62,17.67,0.82,0.2,5.122,CRITICAL,272.2,16.89,2.229,0.0627,225.3
D,165,286.6,18.23,0.92,0.19,4.303,CRITICAL,276.89,17.35,-0.819,0.0636,232.15
D,166,290.32,18.66,0.86,0.18,3.958,CRITICAL,281.64,17.78,-0.345,0.0643,238.06
D,167,294.54,18.87,0.95,0.17,3.386,CRITICAL,286.05,18.15,-0.572,0.0641,244.47
D,168,298.78,19.4,0.98,0.16,5.432,CRITICAL,290.37,18.57,2.046,0.0649,250.98
D,169,303.13,19.74,0.84,0.16,4.707,CRITICAL,294.67,18.98,-0.725,0.0651,254.63
D,170,308.06,20.28,0.91,0.14,3.06,CRITICAL,298.97,19.39,-1.647,0.0658,264.93
D,171,311.61,20.84,0.8,0.14,2.802,CRITICAL,303.22,19.83,-0.258,0.0669,267.98
D,172,316.14,21.05,0.92,0.13,4.121,CRITICAL,307.54,20.26,1.319,0.0666,275.04
D,173,322.27,21.47,0.89,0.12,6.495,CRITICAL,312.24,20.68,2.374,0.0666,283.6
D,174,327.87,21.82,0.95,0.11,5.589,CRITICAL,317.19,21.09,-0.906,0.0666,291.8
D,175,331.53,22.2,0.9,0.1,4.087,CRITICAL,321.88,21.48,-1.502,0.067,298.38
D,176,336.68,22.74,0.83,0.1,4.956,CRITICAL,326.9,21.86,0.869,0.0675,303.01
D,177,341.24,23.12,0.93,0.1,6.295,CRITICAL,331.92,22.27,1.339,0.0678,307.12
D,178,347.61,23.61,0.84,0.1,3.935,CRITICAL,336.99,22.7,-2.36,0.0679,312.85
D,179,352.06,23.84,0.84,0.1,2.671,CRITICAL,341.82,23.1,-1.264,0.0677,316.85
D,180,358.19,24.18,0.81,0.1,4.319,CRITICAL,347.16,23.5,1.648,0.0675,322.37
D,181,364.61,24.51,0.97,0.1,4.585,CRITICAL,352.74,23.85,0.266,0.0672,328.15
D,182,370.45,24.82,0.93,0.1,3.195,CRITICAL,358.58,24.19,-1.39,0.067,333.4
D,183,374.41,25.28,0.88,0.1,4.567,CRITICAL,363.94,24.53,1.372,0.0675,336.97
D,184,380.54,25.69,0.9,0.1,5.971,CRITICAL,369.64,24.9,1.404,0.0675,342.49
D,185,384.97,26.13,0.83,0.1,3.056,CRITICAL,375.0,25.29,-2.915,0.0679,346.47
D,186,387.78,26.58,0.87,0.1,3.248,CRITICAL,379.63,25.7,0.192,0.0685,349.0
D,187,393.15,26.83,0.94,0.1,5.745,CRITICAL,384.17,26.1,2.497,0.0682,353.84
D,188,397.57,27.22,0.97,0.1,3.145,CRITICAL,388.8,26.49,-2.6,0.0685,357.81
D,189,400.16,27.44,0.93,0.1,3.145,CRITICAL,392.73,26.84,0.0,0.0686,360.14
D,190,402.82,27.87,0.84,0.1,3.533,CRITICAL,396.3,27.19,0.388,0.0692,362.54
D,191,409.15,28.31,0.94,0.1,2.574,CRITICAL,400.57,27.53,-0.959,0.0692,368.24
D,192,414.3,28.62,1.0,0.1,4.297,CRITICAL,404.8,27.89,1.723,0.0691,372.87
D,193,420.27,28.89,0.96,0.1,4.903,CRITICAL,409.34,28.23,0.606,0.0687,378.24
D,194,426.05,29.16,0.94,0.1,3.558,CRITICAL,414.52,28.57,-1.345,0.0684,383.44
D,195,429.92,29.55,0.88,0.1,3.419,CRITICAL,419.94,28.91,-0.139,0.0687,386.93
D,196,432.86,29.83,0.88,0.1,4.517,CRITICAL,424.68,29.21,1.098,0.0689,389.57
D,197,435.96,30.06,0.81,0.1,4.959,CRITICAL,429.01,29.5,0.442,0.069,392.36
D,198,441.59,30.47,0.83,0.1,4.429,CRITICAL,433.28,29.81,-0.53,0.069,397.43
D,199,446.5,31.0,0.93,0.1,5.599,CRITICAL,437.37,30.18,1.17,0.0694,401.85
E,0,117.37,3.76,0.44,0.94,0.174,SAFE,117.37,3.76,0.0,0.032,7.04
E,1,117.26,3.77,0.56,0.93,0.118,SAFE,117.32,3.76,-0.056,0.0322,8.21
E,2,116.85,3.73,0.49,0.85,0.215,SAFE,117.16,3.75,0.097,0.0319,17.53
E,3,116.64,3.77,0.48,0.85,0.125,SAFE,117.03,3.76,-0.09,0.0323,17.5
E,4,116.93,3.78,0.41,0.82,0.093,SAFE,117.01,3.76,-0.032,0.0323,21.05
E,5,117.11,3.76,0.47,0.84,0.091,SAFE,116.96,3.76,-0.002,0.0321,18.74
E,6,116.87,3.8,0.48,0.87,-0.135,SAFE,116.88,3.77,-0.226,0.0325,15.19
E,7,117.05,3.82,0.48,0.94,-0.011,SAFE,116.92,3.79,0.124,0.0326,7.02
E,8,116.92,3.83,0.44,0.87,-0.093,SAFE,116.98,3.8,-0.082,0.0328,15.2
E,9,117.12,3.85,0.59,0.92,0.149,SAFE,117.01,3.81,0.242,0.0329,9.37
E,10,117.07,3.87,0.42,0.85,-0.06,SAFE,117.01,3.83,-0.209,0.0331,17.56
